MSSubClass,SalePrice,Residential,LotFrontage,LotArea,Paved,RegularLotShape,LevelContour,AllUtilities,InsideStreet,SingleFam,Age,OverallQual,OverallCond,ExterQual,ExterCond,FinalBsmtQual,BsmtSF,HeatingQual,CentralAir,ElectricQC,TotalSF,Bathrooms,Bedrooms,KitchenQual,Functional,FireplaceQual,GarageScore,PorchArea,Pool,LuxuryItems,LuxuryValue
0,173000,1,,9248,1,0,1,1,1,1,0,6,6,3,3,15.0,1158,4,1,4,1167,2.0,3,4,1,0,11.0,146.0,0,0,0
11,134000,1,44.0,4224,1,1,1,1,1,0,0,5,5,3,3,14.0,1142,3,1,4,1142,1.5,3,3,1,1,12.0,626.0,0,0,0
8,130000,1,92.0,6930,1,0,1,1,1,1,0,5,4,3,3,16.0,1062,5,1,2,1352,1.0,3,4,0,0,10.0,462.0,0,0,0
5,280000,1,78.0,12011,1,0,1,1,0,1,0,8,5,4,3,17.0,1086,5,1,4,1924,2.5,3,4,1,3,11.0,657.0,0,0,0
9,156000,1,,7540,1,0,1,1,0,1,0,6,6,3,3,17.0,888,5,1,4,912,1.0,2,3,1,3,11.0,192.0,0,0,0
4,145000,1,,9144,1,1,1,1,1,1,42,5,5,3,3,11.0,883,4,1,4,1505,1.0,3,3,1,0,8.0,0.0,0,0,0
9,198500,1,64.0,7301,1,1,1,1,0,1,0,7,5,4,3,,0,5,1,4,1922,3.0,4,4,1,5,11.0,177.0,0,0,0
13,118000,1,21.0,1680,1,1,1,1,1,0,35,6,8,3,3,13.0,483,4,1,4,987,1.5,2,4,1,0,10.0,250.0,0,0,0
5,190000,1,,18800,1,0,1,1,0,1,0,6,5,3,3,16.0,796,3,1,4,1574,2.5,3,3,1,3,12.0,417.0,0,0,0
6,147000,1,59.0,10690,1,1,1,1,1,1,77,5,7,3,4,10.0,672,4,1,3,1344,1.0,3,3,1,0,9.0,346.0,0,0,0
0,159000,1,,9500,1,0,1,1,1,1,0,6,5,3,3,13.0,1394,4,1,4,1394,1.5,3,3,1,4,11.0,261.0,0,0,0
8,165000,1,101.0,9150,1,0,1,1,0,1,0,6,5,3,3,18.0,1099,4,1,4,1431,1.0,3,3,1,4,11.0,174.0,0,0,0
0,132000,1,78.0,7800,1,1,1,1,1,1,0,5,6,3,3,10.0,1268,4,1,4,1268,1.0,2,3,1,4,12.0,98.0,0,0,0
0,162000,1,,9830,1,0,1,1,0,1,47,5,7,3,4,15.0,1063,5,1,4,1287,1.0,3,4,1,4,12.0,563.0,0,0,0
5,172400,1,,8121,1,0,1,1,1,1,0,6,5,3,3,10.0,953,5,1,4,1664,2.5,3,3,1,3,11.0,140.0,0,0,0
4,134432,1,80.0,17120,1,1,1,1,1,1,0,4,4,3,3,,0,3,1,4,1588,2.0,4,3,0,4,10.0,59.0,0,0,0
11,125000,1,50.0,7175,1,1,1,1,1,0,0,6,5,3,3,15.0,744,3,1,4,752,1.0,2,3,1,0,10.0,443.0,0,0,0
0,123000,1,79.0,10634,1,1,1,1,1,1,0,5,6,3,3,13.0,608,3,1,4,1319,1.0,3,3,0,0,10.0,66.0,0,0,0
5,219500,1,65.0,8200,1,1,1,1,1,1,1,7,5,4,3,10.0,847,5,1,4,1928,2.5,4,4,1,4,12.0,148.0,0,0,0
1,61000,1,,10020,1,0,0,1,1,1,28,1,1,2,2,12.0,683,4,0,3,904,0.5,1,2,0,0,3.0,0.0,0,0,0
9,148000,1,57.0,8846,1,0,1,1,0,1,0,5,5,4,3,17.0,870,5,1,4,914,1.0,2,3,1,0,10.0,0.0,0,0,0
5,340000,0,102.0,11143,1,0,1,1,0,1,1,8,5,4,3,10.0,1580,5,1,4,2466,3.0,4,4,1,4,11.0,373.0,0,0,0
0,394432,1,88.0,11394,1,1,1,1,0,1,0,9,2,4,3,18.0,1856,5,1,4,1856,1.5,1,5,1,5,12.0,113.0,0,0,0
5,179000,1,60.0,8123,1,0,1,1,1,1,0,6,5,3,3,10.0,982,5,1,4,1800,2.5,3,3,1,3,12.0,163.0,0,0,0
4,127000,1,50.0,5000,1,1,1,1,1,1,26,5,6,3,3,10.0,1026,3,1,4,1691,2.0,3,4,1,4,10.0,242.0,0,0,0
0,187750,0,60.0,7200,1,1,1,1,1,1,0,7,5,4,3,11.0,1293,5,1,4,1301,2.0,2,4,1,4,11.0,337.0,0,0,0
5,213500,1,79.0,9245,1,0,1,1,1,1,0,7,5,4,3,12.0,939,5,1,4,1797,2.5,3,4,1,0,11.0,197.0,0,0,0
3,76000,0,60.0,9000,1,1,1,1,0,1,22,6,3,3,3,7.0,784,3,0,3,784,1.0,2,3,1,0,6.0,91.0,0,0,0
5,240000,1,,53107,1,0,0,1,0,1,0,6,5,4,3,17.0,1580,5,1,4,1953,2.5,3,4,1,2,12.0,447.0,0,0,0
11,192000,1,43.0,3182,1,1,1,1,1,0,1,8,5,4,3,15.0,1256,5,1,4,1269,2.0,2,4,1,3,12.0,310.0,0,0,0
4,81000,1,58.0,8410,1,1,1,1,0,1,86,5,3,3,2,9.0,658,3,1,4,1184,1.0,5,3,1,0,1.0,151.0,0,0,0
8,125000,1,72.0,7200,1,1,1,1,1,1,0,6,6,3,3,15.0,1041,5,1,4,1125,1.0,3,3,1,2,10.0,296.0,0,0,0
0,191000,1,93.0,9382,1,0,1,1,0,1,1,7,5,4,3,10.0,1468,5,1,4,1479,2.0,3,4,1,0,11.0,145.0,0,0,0
5,426000,1,96.0,12474,1,1,1,1,1,1,1,10,5,5,3,18.0,1682,5,1,4,2332,2.5,3,5,1,5,12.0,330.0,0,0,0
4,119000,1,50.0,8405,1,1,1,1,1,1,50,5,8,3,3,15.0,861,5,1,4,1367,1.0,4,3,1,0,10.0,242.0,0,0,0
5,215000,1,71.0,12209,1,0,1,1,0,1,1,6,5,3,3,15.0,804,5,1,4,1961,2.5,3,4,1,3,12.0,317.0,0,0,0
0,106500,1,,8339,1,0,1,1,1,1,0,5,7,3,3,,0,3,1,4,882,1.0,3,3,1,0,11.0,0.0,0,0,1200
1,100000,1,,7446,1,1,1,1,0,1,9,4,5,3,3,11.0,788,3,1,3,788,1.0,2,3,1,3,3.0,0.0,0,0,0
4,109000,1,60.0,10134,1,1,1,1,1,1,10,5,6,3,3,9.0,735,4,1,3,1034,1.0,2,3,1,0,10.0,39.0,0,0,0
0,129000,1,68.0,9571,1,1,1,1,1,1,0,5,6,3,3,14.0,1144,3,1,4,1144,1.0,3,3,1,0,10.0,44.0,0,0,0
0,123000,1,60.0,7200,1,1,0,1,1,1,0,5,5,3,3,13.0,894,3,1,4,894,1.0,2,3,1,0,11.0,215.0,0,0,0
5,169500,1,69.0,7590,1,1,1,1,1,1,0,5,5,3,3,13.0,864,3,1,4,1812,2.0,4,3,1,3,11.0,168.0,0,0,0
1,67000,1,60.0,8967,1,1,1,1,0,1,30,5,2,3,2,6.0,961,4,1,2,1077,1.0,2,3,0,0,4.0,0.0,0,0,0
5,241000,0,65.0,8125,1,1,1,1,1,1,1,7,5,4,3,15.0,1092,5,1,4,1550,2.0,2,4,1,0,12.0,168.0,0,0,0
11,245500,1,38.0,14963,1,0,1,1,1,0,0,8,5,4,3,15.0,1260,5,1,4,1288,1.5,1,5,1,4,12.0,374.0,0,0,0
0,164990,1,65.0,8767,1,0,1,1,1,1,0,7,5,4,3,17.0,1310,5,1,4,1310,2.0,3,4,1,4,12.0,0.0,0,0,0
1,108000,1,60.0,10200,1,1,1,1,1,1,57,5,8,3,3,9.0,672,5,1,4,672,1.0,2,3,1,0,8.0,168.0,0,0,0
5,258000,1,93.0,12090,1,1,1,1,0,1,0,8,5,4,3,10.0,1141,4,1,4,2263,2.5,4,4,1,3,12.0,267.0,0,0,0
5,168000,1,,10364,1,0,1,1,1,1,1,6,5,3,3,10.0,806,4,1,4,1572,2.5,3,3,1,3,12.0,40.0,0,0,0
0,150000,1,,9991,1,0,1,1,0,1,17,4,4,3,3,12.0,1281,5,1,4,1620,2.0,3,3,0,3,10.0,198.0,0,0,0
4,115000,1,51.0,10480,1,1,1,1,1,1,14,6,5,3,3,9.0,1064,5,1,3,1166,1.0,3,3,0,0,10.0,0.0,0,0,0
6,177000,1,63.0,15576,1,1,1,1,1,1,61,6,7,3,3,10.0,840,5,1,4,1680,2.0,4,3,1,0,10.0,160.0,0,0,0
5,280000,1,109.0,14154,1,1,1,1,0,1,0,7,5,4,3,12.0,1063,5,1,4,2172,2.5,3,4,1,4,11.0,254.0,0,0,0
5,339750,0,85.0,10800,1,1,1,1,1,1,1,8,5,4,3,16.0,1034,5,1,4,2078,2.5,3,5,1,4,12.0,102.0,0,0,0
0,60000,1,68.0,9571,1,1,1,1,1,1,0,5,3,3,2,8.0,1276,3,1,3,1276,1.0,3,3,0,0,10.0,0.0,0,0,0
15,145000,1,100.0,34650,1,1,0,1,1,0,0,5,5,3,3,12.0,1056,3,0,4,1056,1.0,3,3,1,0,12.0,264.0,0,0,0
0,222000,0,,4403,1,0,1,1,1,1,0,7,5,5,3,18.0,1470,5,1,4,1478,2.5,2,4,1,4,12.0,144.0,0,0,0
1,115000,1,56.0,8960,1,1,1,1,1,1,23,5,6,3,3,9.0,1008,4,1,3,1028,1.0,2,3,1,4,10.0,130.0,0,0,0
5,228000,1,59.0,11228,1,0,1,1,0,1,0,7,5,4,3,18.0,1080,5,1,4,2097,2.5,3,4,1,3,10.0,383.0,0,0,0
0,181134,1,73.0,8899,1,0,1,1,1,1,0,7,5,4,3,17.0,1340,5,1,4,1340,2.0,3,4,1,0,12.0,130.0,0,0,0
5,149500,1,74.0,7844,1,1,1,1,1,1,0,6,7,3,3,13.0,672,3,1,4,1400,1.5,3,3,1,3,12.0,0.0,0,0,0
6,239000,1,86.0,22420,1,0,1,1,1,1,32,6,6,3,3,13.0,1370,3,0,3,2624,2.5,4,3,1,4,8.0,0.0,0,0,0
4,126000,1,60.0,8160,1,1,1,1,1,1,10,5,6,3,3,13.0,756,2,0,2,1134,1.5,3,3,1,0,9.0,0.0,0,0,0
0,142000,1,65.0,8450,1,1,1,1,1,1,0,5,6,3,3,12.0,1056,5,1,4,1056,1.0,3,3,1,2,10.0,269.0,0,0,0
10,206300,1,78.0,7060,1,1,1,1,1,0,1,7,5,3,4,19.0,1344,5,1,4,1344,2.0,2,3,1,0,12.0,0.0,0,0,0
0,215000,1,,16635,1,0,1,1,0,1,23,6,7,4,3,14.0,1602,4,1,4,1602,2.0,3,4,1,3,12.0,240.0,0,0,0
0,113000,1,100.0,21750,1,1,0,1,1,1,0,5,5,3,3,9.0,988,5,1,3,988,1.0,2,3,1,0,9.0,0.0,0,0,0
5,315000,1,80.0,9200,1,1,1,1,1,1,0,8,5,4,3,15.0,1470,4,1,4,2630,2.5,4,4,1,3,12.0,66.0,0,0,0
0,139000,1,72.0,9000,1,1,1,1,1,1,0,6,5,3,3,11.0,1196,4,1,3,1196,1.0,2,3,1,4,11.0,44.0,0,0,0
5,135000,1,60.0,3378,1,1,0,1,1,1,46,7,8,3,4,9.0,651,4,1,4,1389,1.5,3,3,1,4,9.0,126.0,0,0,0
8,275000,1,,12800,1,1,0,1,1,1,0,7,5,4,3,18.0,1518,4,1,4,1644,2.0,2,4,1,3,12.0,476.0,0,0,0
0,109008,1,77.0,8593,1,0,1,1,1,1,0,4,6,3,3,11.0,907,5,1,4,907,1.0,3,3,1,0,10.0,0.0,0,0,0
0,195400,1,64.0,6762,1,1,1,1,1,1,0,7,5,4,3,15.0,1208,5,1,4,1208,2.0,2,4,1,0,11.0,159.0,0,0,0
0,175000,1,130.0,11457,1,0,1,1,0,1,0,6,5,3,3,16.0,1392,3,1,4,1412,2.0,3,4,1,3,10.0,169.0,0,0,0
13,85400,1,21.0,1680,1,1,1,1,1,0,0,6,5,3,3,13.0,483,3,1,4,987,1.5,2,3,1,0,10.0,0.0,0,0,0
4,79900,1,60.0,5586,1,0,0,1,1,1,78,6,7,3,3,9.0,901,4,1,4,1198,1.0,4,3,1,0,1.0,98.0,0,0,0
13,122500,1,24.0,1920,1,1,1,1,1,0,0,5,5,3,3,13.0,765,5,1,4,1365,1.5,2,3,0,0,10.0,276.0,0,0,0
5,181000,1,100.0,10839,1,0,1,1,0,1,1,6,5,3,3,10.0,926,5,1,4,1604,2.5,3,3,1,3,12.0,36.0,0,0,0
14,81000,1,21.0,1890,1,1,1,1,1,0,0,4,7,3,4,16.0,630,4,1,4,630,1.0,1,3,1,0,3.0,88.0,0,0,0
5,212000,1,43.0,10667,1,0,1,1,0,1,0,7,6,4,3,21.0,799,5,1,4,1661,2.5,3,4,1,3,11.0,219.0,0,0,0
4,116000,1,40.0,4400,1,1,1,1,1,1,30,6,8,3,3,8.0,648,3,1,3,1118,1.0,2,3,1,0,10.0,0.0,0,0,0
3,119000,1,50.0,6000,1,1,1,1,1,1,78,6,7,4,3,9.0,884,4,1,4,904,1.0,2,3,1,0,10.0,105.0,0,0,0
1,90350,1,40.0,4280,1,1,1,1,1,1,89,5,6,3,3,10.0,440,3,0,4,694,1.0,2,4,1,4,10.0,34.0,0,0,0
4,110000,1,67.0,12354,1,1,1,1,0,1,80,6,8,3,3,9.0,684,4,1,4,1196,1.0,3,4,1,0,10.0,46.0,0,0,800
0,555000,1,105.0,15431,1,1,1,1,1,1,0,10,5,5,3,23.0,3094,5,1,4,2402,2.0,2,5,1,4,12.0,242.0,0,0,0
10,118000,1,92.0,12108,1,1,1,1,1,0,0,4,4,3,3,13.0,1440,3,0,2,1440,2.0,4,2,1,0,3.0,0.0,0,0,0
4,162900,1,52.0,6240,1,1,1,1,1,1,62,5,7,3,3,9.0,1078,3,1,4,1573,2.0,3,3,1,4,9.0,0.0,0,0,0
11,172500,1,53.0,3922,1,1,1,1,1,0,1,7,5,4,3,13.0,1258,5,1,4,1258,2.0,2,4,1,4,12.0,160.0,0,0,0
5,210000,1,70.0,8750,1,1,1,1,1,1,1,7,5,4,4,15.0,915,5,1,4,1908,2.5,4,4,1,3,10.0,277.0,0,0,0
0,127500,1,73.0,9855,1,1,1,1,0,1,0,6,5,3,3,9.0,1436,2,1,4,1689,1.0,3,3,1,4,10.0,0.0,0,0,0
0,190000,1,137.0,16492,1,0,1,1,0,1,36,6,6,4,3,15.0,1517,5,1,4,1888,2.5,2,4,0,4,12.0,0.0,0,0,0
5,199900,1,,11214,1,0,1,1,0,1,1,7,5,4,3,10.0,930,4,1,4,1886,2.5,4,4,1,3,12.0,89.0,0,0,0
4,119500,1,50.0,8600,1,1,0,1,1,1,13,6,6,3,3,9.0,780,3,1,4,1376,2.0,3,3,1,4,8.0,0.0,0,0,0
4,120000,1,50.0,6000,1,1,1,1,1,1,54,3,7,3,4,13.0,649,5,1,4,1183,1.5,2,3,1,0,10.0,176.0,0,0,0
1,110000,1,70.0,5684,1,1,1,1,1,1,75,6,8,3,3,9.0,813,5,1,3,813,1.0,2,4,1,0,6.0,113.0,0,0,0
0,280000,1,62.0,70761,1,0,0,1,1,1,0,7,5,3,3,17.0,1533,3,1,4,1533,2.0,2,4,1,3,10.0,254.0,0,0,0
5,204000,1,,9303,1,0,1,1,0,1,1,6,5,4,3,15.0,872,5,1,4,1756,2.5,3,3,1,0,12.0,266.0,0,0,0
5,210000,0,75.0,9000,1,1,1,1,1,1,0,8,5,4,3,10.0,768,5,1,4,1590,2.5,3,4,1,0,11.0,30.0,0,0,0
10,188000,1,63.0,9297,1,1,1,1,1,0,0,5,5,3,3,13.0,1728,3,1,4,1728,2.0,4,3,1,0,10.0,0.0,0,0,0
0,175500,1,80.0,9600,1,1,1,1,1,1,0,7,6,3,3,13.0,1242,2,1,4,1242,1.5,3,3,1,3,10.0,0.0,0,0,0
6,98000,1,34.0,4571,1,1,1,1,1,1,34,5,5,3,3,9.0,624,2,0,4,1344,1.0,4,3,1,0,8.0,96.0,0,0,0
0,256000,1,,53227,1,0,0,1,0,1,40,4,6,3,3,16.0,1364,5,1,4,1663,1.0,2,4,0,4,12.0,361.0,0,0,0
6,161000,1,,5100,1,1,1,1,1,1,71,8,7,3,4,9.0,588,2,1,4,1666,1.0,3,4,1,4,10.0,255.0,0,0,0
4,110000,1,,7015,1,0,0,1,0,1,0,5,4,3,3,10.0,709,3,1,4,1203,1.0,3,4,1,3,10.0,248.0,0,0,0
5,263435,0,75.0,8004,1,0,1,1,1,1,0,8,5,4,3,15.0,832,5,1,4,1935,2.5,3,3,1,0,12.0,150.0,0,0,0
6,155000,1,60.0,7200,1,1,1,1,1,1,71,7,9,4,4,18.0,560,5,1,4,1135,1.0,3,4,1,0,11.0,256.0,0,0,0
0,62383,1,60.0,8281,1,0,1,1,1,1,0,5,5,3,3,14.0,864,4,1,4,864,1.0,3,3,1,1,10.0,236.0,0,0,0
6,188700,1,74.0,11988,1,0,0,1,1,1,61,6,7,3,3,10.0,715,2,1,3,1660,1.5,3,3,1,4,10.0,0.0,0,0,0
0,124000,1,60.0,8430,1,1,0,1,1,1,0,5,5,3,3,12.0,1040,3,1,4,1040,2.0,3,3,1,0,3.0,0.0,0,0,0
11,178740,1,,3072,1,1,1,1,1,0,0,7,5,4,3,10.0,1375,5,1,4,1414,2.0,2,4,1,3,12.0,164.0,0,0,0
0,167000,1,85.0,10628,1,1,1,1,1,1,0,7,5,3,4,18.0,1277,3,1,4,1277,1.0,2,3,1,1,10.0,176.0,0,0,0
6,146500,1,79.0,9480,1,1,1,1,1,1,53,5,7,3,3,10.0,728,5,1,4,1644,1.5,3,4,1,4,10.0,168.0,0,0,0
0,250000,1,98.0,11428,1,0,1,1,1,1,0,8,5,4,3,10.0,1626,5,1,4,1634,2.0,3,4,1,4,11.0,44.0,0,0,0
5,187000,1,76.0,9291,1,0,1,1,0,1,0,6,5,4,3,15.0,832,5,1,4,1710,2.5,3,4,1,0,11.0,214.0,0,0,0
11,212000,1,,6820,1,0,1,1,0,0,0,8,5,4,3,20.0,1488,3,1,4,1502,1.5,1,4,1,0,11.0,194.0,0,0,0
5,190000,1,92.0,11952,1,1,1,1,1,1,0,7,6,3,3,10.0,808,3,1,4,1969,2.5,3,3,1,4,11.0,276.0,0,0,0
14,148000,1,35.0,3675,1,1,1,1,1,0,0,6,5,3,3,18.0,547,5,1,4,1072,1.0,2,3,1,0,11.0,28.0,0,0,0
0,440000,1,110.0,14977,1,0,1,1,1,1,1,8,5,4,3,19.0,1976,5,1,4,1976,2.0,2,4,1,5,11.0,313.0,0,0,0
11,251000,1,41.0,5330,1,1,1,1,1,0,0,8,5,4,3,17.0,1494,5,1,4,1652,2.0,2,5,1,0,11.0,144.0,0,0,0
0,132500,1,80.0,8480,1,1,1,1,0,1,0,5,6,3,3,14.0,970,3,1,4,970,1.0,2,3,1,0,10.0,216.0,0,0,0
0,208900,1,75.0,13125,1,1,1,1,1,1,1,6,5,3,3,18.0,1478,5,1,4,1493,2.0,3,4,1,3,12.0,179.0,0,0,0
5,380000,1,105.0,13693,1,1,1,1,1,1,0,9,5,5,3,12.0,2153,5,1,4,2643,2.5,3,5,1,4,12.0,498.0,0,0,0
0,297000,1,79.0,10637,1,1,1,1,1,1,1,8,5,4,3,19.0,1705,5,1,4,1718,2.0,3,4,1,4,11.0,252.0,0,0,0
1,89471,1,50.0,5925,1,1,0,1,1,1,63,4,7,3,3,10.0,907,3,1,4,1131,1.0,2,3,1,0,10.0,72.0,0,0,0
0,326000,1,98.0,16033,1,0,1,1,0,1,1,9,5,4,3,19.0,1833,5,1,4,1850,2.0,3,4,1,4,12.0,631.0,0,0,0
0,374000,1,72.0,11846,1,0,0,1,1,1,1,9,5,4,3,19.0,1792,5,1,4,1792,2.0,2,5,1,4,12.0,255.0,0,0,0
6,155000,1,50.0,2500,1,1,1,1,0,1,90,7,8,4,3,13.0,910,5,1,4,1826,1.5,4,5,0,4,8.0,0.0,0,0,0
11,164000,1,32.0,4500,1,1,1,1,0,0,0,6,5,3,3,16.0,1216,5,1,4,1216,2.0,2,3,1,0,10.0,125.0,0,0,0
0,132500,1,,7758,1,0,1,1,0,1,39,5,7,3,4,13.0,999,4,1,4,999,1.0,3,4,1,0,10.0,132.0,0,0,0
0,147000,1,80.0,9600,1,1,1,1,1,1,57,5,7,4,3,13.0,1113,4,1,4,1113,1.0,3,4,1,4,10.0,200.0,0,0,0
0,156000,1,79.0,10289,1,1,1,1,1,1,0,5,7,3,3,13.0,1073,3,1,4,1073,1.5,3,3,1,0,11.0,0.0,0,0,0
0,175000,1,70.0,12243,1,0,1,1,1,1,0,5,6,3,3,16.0,1484,4,1,4,1484,2.0,3,3,1,3,10.0,404.0,0,0,0
15,160000,1,60.0,10800,1,1,1,1,0,0,70,5,4,3,2,11.0,954,3,0,3,2414,2.0,3,3,0,4,7.0,142.0,0,0,0
14,86000,1,21.0,1526,1,1,1,1,1,0,32,4,8,3,4,17.0,630,3,1,4,630,1.0,1,4,1,0,10.0,0.0,0,0,0
13,115000,1,,2665,1,1,1,1,1,0,0,5,6,3,3,11.0,264,3,1,4,1304,1.5,3,3,1,4,12.0,165.0,0,0,0
4,133000,1,79.0,9490,1,1,1,1,1,1,9,6,7,3,3,14.0,806,3,1,3,1578,1.0,3,2,1,3,10.0,32.0,0,0,0
5,172785,1,105.0,15578,1,0,1,1,0,1,0,6,5,4,3,10.0,728,4,1,4,1456,2.5,3,3,1,0,11.0,0.0,0,0,0
0,155000,1,70.0,7931,1,1,1,1,1,1,0,5,6,3,3,13.0,1269,3,1,3,1269,1.5,3,3,1,2,10.0,0.0,0,0,0
1,91300,1,50.0,5784,1,1,1,1,1,1,58,5,8,3,3,8.0,190,4,1,3,886,1.0,2,3,1,0,10.0,244.0,0,0,0
1,34900,0,60.0,7879,1,1,1,1,1,1,30,4,5,3,3,11.0,720,3,0,3,720,1.0,2,3,1,0,1.0,638.0,0,0,0
0,430000,1,,12692,1,0,1,1,1,1,1,8,5,4,3,15.0,3200,5,1,4,3228,3.0,4,4,1,4,11.0,630.0,0,0,0
4,184000,1,60.0,9120,1,1,1,1,1,1,25,7,6,3,4,11.0,1026,5,1,4,1820,2.0,4,3,1,0,8.0,100.0,0,0,0
0,130000,1,65.0,7800,1,1,1,1,1,1,37,5,7,3,3,13.0,864,5,1,4,899,1.0,3,4,1,0,12.0,64.0,0,0,0
0,120000,1,70.0,7535,1,0,1,1,1,1,27,5,7,3,3,13.0,912,2,1,4,912,1.0,2,3,1,0,12.0,297.0,0,0,480
13,113000,1,21.0,1890,1,1,1,1,1,0,0,6,5,3,3,12.0,672,3,1,4,1218,1.5,3,3,1,0,10.0,172.0,0,0,0
5,226700,0,75.0,9803,1,1,1,1,1,1,0,7,5,4,3,15.0,866,4,1,4,1768,2.5,3,4,1,0,11.0,108.0,0,0,0
0,140000,1,70.0,9170,1,1,1,1,0,1,0,5,7,3,3,18.0,1214,5,1,4,1214,1.0,2,3,1,0,8.0,184.0,0,0,400
0,289000,1,100.0,15602,1,0,1,1,1,1,38,7,8,3,3,13.0,1501,3,1,4,1801,2.0,1,3,1,3,12.0,215.0,0,0,0
13,147000,1,24.0,2308,1,1,1,1,1,0,0,6,5,3,3,15.0,855,3,1,4,1322,2.5,3,3,1,2,10.0,260.0,0,0,0
10,124500,1,60.0,7596,1,1,1,1,1,0,0,5,5,3,3,9.0,960,4,1,4,1960,2.0,4,3,1,0,8.0,0.0,0,0,0
5,215000,1,80.0,9554,1,0,1,1,1,1,1,8,5,4,3,15.0,777,5,1,4,1911,2.5,3,4,1,3,11.0,263.0,0,0,0
0,208300,0,75.0,7862,1,0,1,1,1,1,0,6,5,4,3,15.0,1218,5,1,4,1218,2.0,2,4,1,0,12.0,102.0,0,0,0
6,161000,1,60.0,9600,1,1,1,1,1,1,77,7,9,3,5,11.0,689,5,1,4,1378,2.0,3,4,1,4,8.0,116.0,0,0,0
0,124500,1,80.0,9600,1,1,1,1,0,1,0,5,6,3,3,13.0,1041,5,1,4,1041,1.0,3,3,1,0,11.0,312.0,0,0,0
0,164900,1,75.0,14559,1,1,1,1,1,1,49,5,7,4,3,14.0,1008,5,1,4,1363,1.0,2,3,0,3,10.0,534.0,0,0,2000
11,202665,1,40.0,6792,1,0,1,1,1,0,1,7,5,4,3,10.0,1368,5,1,4,1368,2.0,2,4,1,4,11.0,167.0,0,0,0
0,129900,1,70.0,9100,1,1,1,1,0,1,0,5,5,3,3,13.0,864,3,1,4,864,1.0,3,3,1,0,10.0,0.0,0,0,0
0,134000,1,71.0,9187,1,1,0,1,0,1,0,6,5,3,4,13.0,1084,3,1,4,1080,1.5,3,3,1,0,10.0,278.0,0,0,0
3,96500,1,55.0,10594,1,1,1,1,1,1,24,5,5,3,3,9.0,768,2,0,4,789,1.0,2,3,1,0,6.0,112.0,0,0,0
0,402861,1,94.0,12220,1,1,1,1,1,1,0,10,5,5,3,16.0,2006,5,1,4,2020,2.5,3,5,1,4,12.0,210.0,0,0,0
8,158000,1,,10448,1,0,1,1,0,1,0,6,6,3,3,9.0,689,3,1,4,2119,2.5,3,3,1,3,11.0,104.0,0,0,0
5,265000,1,79.0,10208,1,0,1,1,1,1,1,7,5,4,3,10.0,1264,5,1,4,2344,2.5,3,4,1,3,11.0,220.0,0,0,0
5,211000,1,,9531,1,0,1,1,0,1,0,6,5,3,3,16.0,794,5,1,4,1796,2.5,3,3,1,0,11.0,36.0,0,0,0
6,234000,1,53.0,10918,1,1,1,1,1,1,78,7,9,4,3,10.0,1276,5,1,4,2080,1.5,3,4,1,4,10.0,145.0,0,0,0
15,106250,1,60.0,10800,1,1,1,1,1,0,100,4,7,3,3,,0,3,0,3,1294,2.0,3,3,1,0,1.0,544.0,0,0,0
0,150000,1,90.0,11988,1,0,1,1,0,1,0,6,6,3,3,11.0,1244,5,1,3,1244,1.5,3,3,1,4,10.0,40.0,0,0,0
4,159000,1,50.0,5000,1,1,1,1,0,1,3,6,7,3,4,13.0,1004,5,1,4,1664,2.0,3,3,1,4,10.0,60.0,0,0,0
5,184750,1,130.0,40094,1,0,0,1,1,1,1,10,5,5,3,19.0,3138,5,1,4,4676,3.5,3,5,1,4,12.0,614.0,0,0,0
5,315750,1,95.0,11787,1,0,1,1,1,1,1,7,5,4,3,15.0,1379,5,1,4,2398,2.5,3,4,1,3,12.0,299.0,0,0,0
0,176000,0,62.0,7500,1,1,1,1,1,1,0,7,5,4,3,10.0,1257,5,1,4,1266,2.0,3,4,1,3,10.0,182.0,0,0,0
0,132000,1,70.0,13300,1,1,1,1,1,1,44,5,7,3,3,12.0,928,3,1,4,928,1.0,2,3,1,0,10.0,417.0,0,0,0
5,446261,1,67.0,14948,1,0,1,1,1,1,0,9,5,5,3,18.0,1452,5,1,4,2713,2.5,3,5,1,4,12.0,192.0,0,0,0
1,86000,1,58.0,9098,1,0,1,1,1,1,82,4,7,3,3,14.0,528,5,1,4,605,1.0,2,3,1,0,1.0,144.0,0,0,0
0,200624,1,,32668,1,0,1,1,0,1,18,6,3,4,3,11.0,2035,3,1,4,2515,3.0,4,3,0,3,11.0,200.0,0,0,0
8,175000,1,85.0,10200,1,1,1,1,1,1,1,6,5,4,3,17.0,1461,5,1,4,1509,2.0,3,4,1,2,11.0,224.0,0,0,0
6,128000,1,60.0,6155,1,0,1,1,0,1,79,6,8,3,3,8.0,611,5,1,4,1362,2.0,3,3,1,0,11.0,84.0,0,0,0
0,107500,1,60.0,7200,1,1,1,1,1,1,52,5,7,3,3,,0,5,1,4,827,1.0,2,3,0,1,10.0,0.0,0,0,0
0,39300,1,50.0,5000,1,1,0,1,1,1,4,1,3,2,2,,0,2,0,2,334,1.0,1,2,1,0,1.0,0.0,0,0,0
5,178000,1,74.0,9056,1,0,1,1,1,1,0,8,5,4,3,14.0,707,5,1,4,1414,2.5,3,4,1,4,12.0,135.0,0,0,0
